index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
7994,0.888,0,0,0,0,0,0,0,0
7995,0.888,0,0,0,0,0,0,0,0
7996,0.888,0,0,0,0,0,0,0,0
7997,0.889,0,0,0,0,0,0,0,0
7998,0.889,0,0,0,0,0,0,0,0
7999,0.889,0,0,0,0,0,0,0,0
8000,0.889,0,0,0,0,0,0,0,0
8001,0.889,0,0,0,0,0,0,0,0
8002,0.889,0,0,0,0,0,0,0,0
8003,0.889,0,0,0,0,0,0,0,0
8004,0.889,0,0,0,0,0,0,0,0
8005,0.889,0,0,0,0,0,0,0,0
8006,0.89,0,0,1,0,0,0,2,4
8007,0.89,0,0,1,1,0,0,3,0
8008,0.89,0,0,0,0,0,0,1,2
8009,0.89,0,0,1,0,0,0,0,0
8010,0.89,0,0,1,0,3,0,0,8
8011,0.89,0,0,0,1,0,0,0,0
8012,0.89,0,0,0,0,0,0,0,0
8013,0.89,0,0,0,0,1,0,0,4
8014,0.89,0,0,0,0,1,0,0,2
8015,0.891,0,0,1,0,0,3,1,0
8016,0.891,0,0,0,0,1,1,1,4
8017,0.891,0,0,1,0,1,0,1,6
8018,0.891,0,0,0,0,0,2,0,0
8019,0.891,0,0,0,0,0,0,0,0
8020,0.891,0,0,0,0,1,0,0,4
8021,0.891,0,0,0,0,1,0,0,4
8022,0.891,0,0,2,0,1,0,0,4
8023,0.891,0,0,0,0,0,2,0,0
8024,0.892,0,0,0,0,0,2,0,0
8025,0.892,0,0,0,0,1,0,1,6
8026,0.892,0,0,1,0,0,0,1,1
8027,0.892,0,0,0,0,0,0,0,0
8028,0.892,0,0,0,0,0,0,0,0
8029,0.892,0,0,0,0,0,0,0,0
8030,0.892,0,0,0,0,0,0,0,0
8031,0.892,0,0,0,0,3,2,0,10
8032,0.892,0,0,0,0,0,2,0,0
8033,0.893,0,0,0,0,0,0,0,0
8034,0.893,0,0,0,0,0,4,0,0
8035,0.893,0,0,0,0,0,2,0,0
8036,0.893,0,0,0,0,0,2,0,0
8037,0.893,0,0,1,0,0,2,0,0
8038,0.893,0,0,0,0,0,0,0,0
8039,0.893,0,0,0,0,1,4,0,4
8040,0.893,0,0,0,0,0,0,0,0
8041,0.893,0,0,0,0,1,0,0,4
8042,0.894,0,0,0,0,1,0,0,4
8043,0.894,0,0,1,1,0,0,0,0
8044,0.894,0,0,2,0,0,4,0,0
8045,0.894,0,0,0,0,2,1,1,7
8046,0.894,0,0,0,0,0,0,0,0
8047,0.894,0,0,0,0,0,0,0,0
8048,0.894,0,0,0,0,0,0,0,0
8049,0.894,0,0,0,0,0,1,1,0
8050,0.894,0,0,0,0,0,7,1,1
8051,0.895,0,0,0,0,0,0,0,0
8052,0.895,0,0,0,0,1,0,0,4
8053,0.895,0,0,0,0,1,0,0,4
8054,0.895,0,0,0,0,1,0,2,7
8055,0.895,0,0,0,0,2,0,1,10
8056,0.895,0,0,0,0,1,0,0,4
8057,0.895,0,0,0,0,0,0,0,0
8058,0.895,0,0,0,0,0,0,0,0
8059,0.895,0,0,0,0,1,0,0,4
8060,0.896,0,0,0,2,2,0,0,8
8061,0.896,0,0,0,0,1,0,0,5
8062,0.896,0,0,0,0,0,0,0,0
8063,0.896,0,0,0,0,0,0,0,0
8064,0.896,0,0,0,0,2,0,0,8
8065,0.896,0,0,0,0,2,0,0,6
8066,0.896,0,0,0,0,1,4,0,2
8067,0.896,0,0,0,0,1,0,0,2
8068,0.896,0,0,0,0,0,0,0,0
8069,0.897,0,0,0,0,0,0,0,0
8070,0.897,0,0,0,0,0,0,0,0
8071,0.897,0,0,0,0,0,0,0,0
8072,0.897,0,0,0,0,0,0,0,0
8073,0.897,0,0,1,1,1,0,1,5
8074,0.897,0,0,2,0,1,0,0,4
8075,0.897,0,0,1,1,0,0,2,6
8076,0.897,0,0,0,0,0,0,0,0
8077,0.897,0,0,0,0,0,0,0,0
8078,0.898,0,0,0,0,0,0,0,0
8079,0.898,0,0,0,0,2,0,0,8
8080,0.898,0,0,1,1,0,0,0,0
8081,0.898,0,1,1,0,0,0,0,0
8082,0.898,0,0,0,0,0,0,0,0
8083,0.898,0,0,0,0,0,1,1,1
8084,0.898,0,0,0,0,1,0,0,4
8085,0.898,0,0,0,1,0,0,0,0
8086,0.898,0,0,1,0,0,0,0,0
8087,0.899,0,0,0,0,0,0,0,0
8088,0.899,0,0,0,0,0,0,0,0
8089,0.899,0,0,0,0,0,0,0,0
8090,0.899,0,0,0,0,0,0,0,0
8091,0.899,0,0,0,0,2,0,0,6
8092,0.899,0,0,1,0,0,1,1,1
8093,0.899,0,0,0,0,1,0,2,8
8094,0.899,0,0,0,0,0,0,0,0
8095,0.899,0,0,0,0,1,2,0,4
8096,0.9,0,0,0,0,1,0,0,4
8097,0.9,0,0,0,0,0,0,0,0
8098,0.9,0,0,0,0,2,0,0,6
8099,0.9,0,0,1,0,0,0,0,0
8100,0.9,0,0,1,0,1,0,0,4
8101,0.9,0,0,0,0,0,0,0,0
8102,0.9,0,0,0,0,0,2,1,2
8103,0.9,0,0,0,0,1,4,0,4
8104,0.9,0,0,0,0,1,0,0,4
8105,0.901,0,0,0,0,0,0,0,0
8106,0.901,0,0,1,0,1,2,0,4
8107,0.901,0,0,0,0,3,4,0,12
8108,0.901,0,0,0,0,3,0,0,8
8109,0.901,0,0,0,0,1,0,2,8
8110,0.901,0,0,0,0,0,0,0,0
8111,0.901,0,0,0,0,0,0,1,2
8112,0.901,0,0,0,0,0,0,0,0
8113,0.901,0,0,0,0,1,0,0,4
8114,0.902,0,0,0,1,0,0,1,2
8115,0.902,0,0,0,0,0,0,0,0
8116,0.902,0,0,0,0,2,0,0,8
8117,0.902,0,0,0,1,0,0,0,0
8118,0.902,0,0,0,0,0,0,0,0
8119,0.902,0,0,2,0,0,0,2,4
8120,0.902,0,0,0,0,1,2,0,4
8121,0.902,0,0,0,0,0,0,2,0
8122,0.902,0,0,2,0,0,0,0,0
8123,0.903,0,0,0,0,0,0,0,0
8124,0.903,0,0,2,2,0,0,1,2
8125,0.903,0,0,0,0,1,0,0,4
8126,0.903,0,0,0,0,0,0,0,0
8127,0.903,0,0,0,0,0,0,1,2
8128,0.903,0,0,0,0,0,0,0,0
8129,0.903,0,0,0,0,1,0,0,4
8130,0.903,0,0,0,0,0,0,1,1
8131,0.903,0,0,0,0,0,0,0,0
8132,0.904,0,0,0,0,0,0,0,0
8133,0.904,0,0,0,0,0,1,2,3
8134,0.904,0,0,0,0,2,0,0,8
8135,0.904,0,0,0,0,1,0,0,4
8136,0.904,0,0,0,0,0,0,0,0
8137,0.904,0,0,0,0,0,0,0,0
8138,0.904,0,0,0,0,0,0,0,0
8139,0.904,0,0,0,0,0,0,0,0
8140,0.904,0,0,0,0,0,0,0,0
8141,0.905,0,0,0,0,0,0,0,0
8142,0.905,0,0,0,0,0,0,0,0
8143,0.905,0,0,1,0,0,0,1,3
8144,0.905,0,0,1,2,0,0,0,0
8145,0.905,0,0,0,0,1,0,0,4
8146,0.905,0,0,1,0,0,0,0,0
8147,0.905,0,0,0,0,1,0,0,4
8148,0.905,0,0,0,0,0,0,0,0
8149,0.905,0,0,0,0,2,0,0,8
8150,0.906,0,0,1,0,2,0,1,10
8151,0.906,0,0,0,0,0,2,0,0
8152,0.906,0,1,2,0,0,0,0,0
8153,0.906,0,0,0,0,0,0,0,0
8154,0.906,0,0,0,0,0,0,0,0
8155,0.906,0,0,0,0,0,0,0,0
8156,0.906,0,0,1,0,0,0,0,0
8157,0.906,0,0,0,0,0,0,0,0
8158,0.906,0,0,0,0,1,0,0,4
8159,0.907,0,0,0,1,1,0,0,4
8160,0.907,0,0,0,0,0,0,0,0
8161,0.907,0,0,0,1,0,2,1,2
8162,0.907,0,0,0,0,0,0,0,0
8163,0.907,0,0,0,0,0,2,0,0
8164,0.907,0,0,2,0,0,0,0,0
8165,0.907,0,0,0,0,0,0,0,0
8166,0.907,0,0,0,0,0,0,0,0
8167,0.907,0,0,1,1,0,0,5,2
8168,0.908,0,0,0,0,0,0,0,0
8169,0.908,0,0,0,1,0,0,0,0
8170,0.908,0,0,2,1,0,0,0,0
8171,0.908,0,0,0,0,0,1,1,2
8172,0.908,0,0,0,0,1,0,1,6
8173,0.908,0,0,0,0,0,0,0,0
8174,0.908,0,0,0,0,1,0,0,4
8175,0.908,0,0,0,0,2,0,0,6
8176,0.908,0,0,0,0,0,0,0,0
8177,0.909,0,0,0,0,0,0,0,0
8178,0.909,0,0,0,0,0,0,0,0
8179,0.909,0,0,0,0,0,0,0,0
8180,0.909,0,0,0,0,3,0,0,12
8181,0.909,0,0,0,0,0,0,0,0
8182,0.909,0,0,0,0,0,0,0,0
8183,0.909,0,0,0,0,0,0,0,0
8184,0.909,0,0,0,0,1,0,1,8
8185,0.909,0,0,0,0,1,0,0,4
8186,0.91,0,0,0,0,2,1,2,10
8187,0.91,0,0,0,0,0,2,0,0
8188,0.91,0,0,0,0,0,0,0,0
8189,0.91,0,0,0,0,1,0,0,4
8190,0.91,0,0,2,0,1,0,1,6
8191,0.91,0,0,0,0,0,0,0,0
8192,0.91,0,0,0,0,0,0,0,0
8193,0.91,0,0,1,1,1,3,1,5
8194,0.91,0,0,0,0,0,0,0,0
8195,0.911,0,0,0,0,0,0,0,0
8196,0.911,0,0,0,0,0,1,1,1
8197,0.911,0,0,1,1,2,0,1,11
8198,0.911,0,0,0,0,0,0,0,0
8199,0.911,0,0,0,0,0,0,0,0
8200,0.911,0,0,1,1,0,0,3,3
8201,0.911,0,0,2,1,0,1,4,2
8202,0.911,0,0,0,1,0,0,0,0
8203,0.911,0,0,0,0,0,0,1,2
8204,0.912,0,0,1,0,1,0,0,4
8205,0.912,0,0,0,0,0,0,0,0
8206,0.912,0,0,0,0,0,0,0,0
8207,0.912,0,0,1,0,0,0,0,0
8208,0.912,0,0,0,0,0,0,0,0
8209,0.912,0,0,0,0,0,0,0,0
8210,0.912,0,0,0,0,1,0,1,5
8211,0.912,0,0,0,0,3,0,2,14
8212,0.912,0,0,0,0,1,0,0,4
8213,0.913,0,0,0,0,0,2,0,0
8214,0.913,0,0,0,0,1,0,0,4
8215,0.913,0,0,0,0,0,0,0,0
8216,0.913,0,0,2,3,0,0,0,0
8217,0.913,0,0,0,0,3,0,0,11
8218,0.913,0,0,0,0,1,0,1,5
8219,0.913,0,0,1,2,0,0,0,1
8220,0.913,0,0,0,0,2,0,1,10
8221,0.913,0,0,0,0,0,4,0,0
8222,0.914,0,0,0,0,0,0,0,0
8223,0.914,0,0,0,0,0,2,0,0
8224,0.914,0,0,0,0,0,0,0,0
8225,0.914,0,0,0,0,0,0,0,0
8226,0.914,0,0,0,0,0,0,0,0
8227,0.914,0,0,0,0,2,0,0,6
8228,0.914,0,0,0,0,0,0,0,0
8229,0.914,0,0,0,0,1,0,0,4
8230,0.914,0,0,0,0,1,2,0,4
8231,0.915,0,0,0,0,0,0,1,2
8232,0.915,0,0,1,0,0,0,0,0
8233,0.915,0,0,0,0,0,0,0,0
8234,0.915,0,0,0,0,0,0,0,0
8235,0.915,0,0,0,0,0,0,0,0
8236,0.915,0,0,2,0,0,0,0,0
8237,0.915,0,0,0,0,0,0,0,0
8238,0.915,0,0,0,0,1,2,0,4
8239,0.915,0,0,0,0,1,0,0,4
8240,0.916,0,0,0,0,1,0,0,4
8241,0.916,0,0,0,1,1,2,0,4
8242,0.916,0,0,0,0,0,0,0,0
8243,0.916,0,0,0,0,2,0,0,8
8244,0.916,0,0,0,0,0,0,0,0
8245,0.916,0,0,0,0,0,0,0,0
8246,0.916,0,0,0,1,0,2,0,0
8247,0.916,0,0,0,0,0,2,0,0
8248,0.916,0,0,0,0,2,2,0,8
8249,0.917,0,0,1,0,0,0,0,0
8250,0.917,0,0,0,0,0,1,1,2
8251,0.917,0,0,0,0,0,2,1,2
8252,0.917,0,0,0,0,0,2,2,5
8253,0.917,0,0,0,0,1,2,0,4
8254,0.917,0,0,0,0,1,0,0,4
8255,0.917,0,0,0,0,0,1,1,1
8256,0.917,0,0,0,0,0,0,1,3
8257,0.917,0,0,0,0,2,0,0,8
8258,0.918,0,0,2,0,0,0,1,2
8259,0.918,0,0,0,0,0,0,0,0
8260,0.918,0,0,0,0,0,2,1,2
8261,0.918,0,0,0,0,0,0,0,0
8262,0.918,0,0,0,0,1,1,1,4
8263,0.918,0,0,0,0,0,0,0,0
8264,0.918,0,0,0,0,0,0,0,0
8265,0.918,0,0,0,0,0,0,0,0
8266,0.918,0,0,0,0,2,7,1,9
8267,0.919,0,0,0,0,1,8,0,4
8268,0.919,0,0,0,0,0,2,0,0
8269,0.919,0,0,0,0,0,0,0,0
8270,0.919,0,0,0,0,1,0,1,6
8271,0.919,0,0,0,0,0,0,0,0
8272,0.919,0,0,0,0,4,0,0,12
8273,0.919,0,0,0,0,0,0,0,0
8274,0.919,0,0,0,0,0,0,0,0
8275,0.919,0,0,0,0,2,0,0,6
8276,0.92,0,0,0,0,0,0,0,0
8277,0.92,0,0,0,0,0,0,0,0
8278,0.92,0,0,0,0,2,2,0,8
8279,0.92,0,0,0,0,0,2,0,0
8280,0.92,0,0,0,0,1,0,0,4
8281,0.92,0,0,0,0,1,2,0,4
8282,0.92,0,0,0,0,0,2,0,0
8283,0.92,0,0,0,0,0,0,0,0
8284,0.92,0,0,0,0,0,0,0,0
8285,0.921,0,0,0,0,0,0,0,0
8286,0.921,0,0,0,0,1,0,1,6
8287,0.921,0,0,0,1,0,2,0,0
8288,0.921,0,0,1,0,0,1,1,0
8289,0.921,0,0,0,0,2,0,1,10
8290,0.921,0,0,0,0,0,0,0,0
8291,0.921,0,0,0,0,0,0,1,1
8292,0.921,0,0,0,0,0,0,0,0
8293,0.921,0,0,1,0,0,0,1,2
8294,0.922,0,0,0,0,0,0,0,0
8295,0.922,0,0,0,0,1,0,0,4
8296,0.922,0,0,0,0,0,0,0,0
8297,0.922,0,0,0,0,0,0,0,0
8298,0.922,0,0,0,1,0,0,0,0
8299,0.922,0,0,0,0,0,2,0,0
8300,0.922,0,0,0,0,0,0,0,0
8301,0.922,0,0,0,0,2,1,1,9
8302,0.922,0,0,0,0,0,0,0,0
8303,0.923,0,0,0,0,0,0,0,0
8304,0.923,0,0,0,0,0,0,0,0
8305,0.923,0,0,0,0,0,0,0,0
8306,0.923,0,0,0,0,0,0,0,0
8307,0.923,0,0,0,0,0,0,0,0
8308,0.923,0,0,0,2,1,0,0,4
8309,0.923,0,0,0,0,0,0,0,0
8310,0.923,0,0,0,0,0,0,0,0
8311,0.923,0,0,0,0,0,0,0,0
8312,0.924,0,0,0,0,0,0,0,0
8313,0.924,0,0,0,0,0,0,0,0
8314,0.924,0,0,0,0,1,2,0,4
8315,0.924,0,0,0,0,0,0,2,5
8316,0.924,0,0,0,0,1,2,0,4
8317,0.924,0,0,0,0,0,3,2,2
8318,0.924,0,0,0,0,1,1,1,5
8319,0.924,0,0,0,0,0,1,1,1
8320,0.924,0,1,0,0,0,1,1,1
8321,0.925,0,0,0,0,0,0,0,0
8322,0.925,0,0,0,0,3,0,0,12
8323,0.925,0,0,0,0,1,0,0,4
8324,0.925,0,0,0,0,0,0,0,0
8325,0.925,0,0,0,0,0,0,0,0
8326,0.925,0,0,0,0,1,0,0,4
8327,0.925,0,0,0,0,1,2,0,4
8328,0.925,0,0,0,0,0,2,0,0
8329,0.925,0,0,0,0,0,0,0,0
8330,0.926,0,0,0,0,0,3,1,1
8331,0.926,0,0,0,0,1,2,0,2
8332,0.926,0,0,2,1,0,2,0,0
8333,0.926,0,0,0,0,0,0,0,0
8334,0.926,0,0,0,0,0,0,0,0
8335,0.926,0,0,0,0,0,0,0,0
8336,0.926,0,0,0,0,0,0,0,0
8337,0.926,0,0,0,0,0,0,0,0
8338,0.926,0,0,0,0,1,2,0,4
8339,0.927,0,0,0,0,0,0,1,2
8340,0.927,0,0,0,0,0,2,2,4
8341,0.927,0,0,0,0,0,5,1,1
8342,0.927,0,0,0,0,0,0,0,0
8343,0.927,0,0,2,0,0,0,0,0
8344,0.927,0,0,0,0,0,0,0,0
8345,0.927,0,0,0,0,1,0,1,5
8346,0.927,0,0,0,0,0,1,1,1
8347,0.927,0,0,0,0,0,2,0,0
8348,0.928,0,0,0,0,2,0,0,8
8349,0.928,0,0,0,0,0,0,0,0
8350,0.928,0,0,0,0,0,0,0,0
8351,0.928,0,0,0,0,0,0,0,0
8352,0.928,0,0,1,1,0,0,0,0
8353,0.928,0,0,0,0,1,0,0,4
8354,0.928,0,0,1,0,2,0,0,8
8355,0.928,0,0,0,0,0,2,0,1
8356,0.928,0,0,0,0,0,2,0,0
8357,0.929,0,0,0,1,0,0,1,1
8358,0.929,0,0,0,0,0,0,0,0
8359,0.929,0,0,0,0,2,0,0,8
8360,0.929,0,0,0,0,2,0,0,8
8361,0.929,0,0,0,0,0,1,3,4
8362,0.929,0,0,0,0,2,0,0,8
8363,0.929,0,0,0,0,1,0,2,10
8364,0.929,0,0,0,0,0,2,0,0
8365,0.929,0,0,0,0,2,2,0,8
8366,0.93,0,0,1,0,0,0,0,0
8367,0.93,0,0,0,0,1,0,0,4
8368,0.93,0,0,0,0,0,0,0,0
8369,0.93,0,0,0,0,0,0,0,0
8370,0.93,0,0,0,0,2,0,1,10
8371,0.93,0,0,0,0,1,1,3,9
8372,0.93,0,0,1,0,1,2,0,4
8373,0.93,0,0,0,0,2,0,0,8
8374,0.93,0,0,0,1,2,0,0,8
8375,0.931,0,0,1,0,0,0,0,0
8376,0.931,0,0,0,0,0,0,0,0
8377,0.931,0,0,0,0,1,0,2,8
8378,0.931,0,0,0,0,0,0,0,0
8379,0.931,0,0,1,0,0,4,0,0
8380,0.931,0,0,0,0,0,0,0,0
8381,0.931,0,0,0,0,1,0,0,4
8382,0.931,0,0,0,0,1,0,0,4
8383,0.931,0,0,0,0,0,0,0,0
8384,0.932,0,0,0,0,2,2,0,8
8385,0.932,0,0,0,0,2,8,0,8
8386,0.932,0,0,1,0,2,0,0,8
8387,0.932,0,0,0,0,1,0,0,4
8388,0.932,0,0,0,0,0,0,1,1
8389,0.932,0,0,0,0,0,0,0,0
8390,0.932,0,0,0,0,0,2,0,0
8391,0.932,0,0,0,0,0,2,0,0
8392,0.932,0,0,0,0,1,0,0,4
8393,0.933,0,0,0,0,2,4,0,8
8394,0.933,0,0,0,0,1,0,0,4
8395,0.933,0,0,0,0,1,2,0,4
8396,0.933,0,0,0,0,0,2,1,2
8397,0.933,0,0,0,0,1,0,0,4
8398,0.933,0,0,0,0,0,0,0,0
8399,0.933,0,0,2,0,1,0,0,4
8400,0.933,0,0,0,0,1,0,0,4
8401,0.933,0,0,0,0,1,0,0,4
8402,0.934,0,0,0,0,0,0,0,0
8403,0.934,0,0,0,0,0,0,2,4
8404,0.934,0,0,0,0,1,0,1,6
8405,0.934,0,0,1,0,0,0,1,2
8406,0.934,0,0,0,0,0,0,0,0
8407,0.934,0,0,0,0,0,0,0,0
8408,0.934,0,0,2,1,0,2,1,3
8409,0.934,0,0,0,0,0,0,1,2
8410,0.934,0,0,0,0,0,0,0,0
8411,0.935,0,0,0,0,1,0,0,4
8412,0.935,0,0,0,0,0,0,0,0
8413,0.935,0,0,0,0,0,0,0,0
8414,0.935,0,0,0,0,0,0,0,0
8415,0.935,0,0,0,0,0,0,0,0
8416,0.935,0,0,0,0,0,0,0,0
8417,0.935,0,0,0,0,0,0,0,0
8418,0.935,0,0,0,0,0,0,0,0
8419,0.935,0,0,0,0,0,0,0,0
8420,0.936,0,0,0,0,0,0,0,0
8421,0.936,0,0,0,0,0,0,0,0
8422,0.936,0,0,0,0,0,0,0,0
8423,0.936,0,0,0,0,0,0,0,0
8424,0.936,0,0,0,0,0,0,0,0
8425,0.936,0,0,0,0,0,0,0,0
8426,0.936,0,0,0,0,0,0,0,0
8427,0.936,0,0,0,0,0,0,0,0
8428,0.936,0,0,0,0,0,0,0,0
8429,0.937,0,0,0,0,0,0,0,0
8430,0.937,0,0,0,0,0,0,0,0
8431,0.937,0,0,0,0,0,0,0,0
8432,0.937,0,0,0,0,0,0,0,0
8433,0.937,0,0,0,0,0,0,0,0
8434,0.937,0,0,0,0,0,0,0,0
8435,0.937,0,0,0,0,0,0,0,0
8436,0.937,0,0,0,0,0,0,0,0
8437,0.937,0,0,0,0,0,0,0,0
8438,0.938,0,0,0,0,0,0,0,0
8439,0.938,0,0,0,0,0,0,0,0
8440,0.938,0,0,0,0,0,0,0,0
8441,0.938,0,0,0,0,0,0,0,0
8442,0.938,0,0,0,0,0,0,0,0
8443,0.938,0,0,0,0,0,0,0,0
8444,0.938,0,0,0,0,0,0,0,0
8445,0.938,0,0,0,0,0,0,0,0
8446,0.938,0,0,0,0,0,0,0,0
8447,0.939,0,0,0,0,0,0,0,0
8448,0.939,0,0,0,0,0,0,0,0
8449,0.939,0,0,0,0,0,0,0,0
8450,0.939,0,0,0,0,0,0,0,0
8451,0.939,0,0,0,0,0,0,0,0
8452,0.939,0,0,0,0,0,0,0,0
8453,0.939,0,0,0,0,0,0,0,0
8454,0.939,0,0,0,0,0,0,0,0
8455,0.939,0,0,0,0,0,0,0,0
8456,0.94,0,0,0,0,0,0,0,0
8457,0.94,0,0,0,0,0,0,0,0
8458,0.94,0,0,0,0,0,0,0,0
8459,0.94,0,0,0,0,0,0,0,0
8460,0.94,0,0,0,0,0,0,0,0
8461,0.94,0,0,0,0,0,0,0,0
8462,0.94,0,0,0,0,0,0,0,0
8463,0.94,0,0,0,0,0,0,0,0
8464,0.94,0,0,0,0,0,0,0,0
8465,0.941,0,0,0,0,0,0,0,0
8466,0.941,0,0,0,0,0,0,0,0
8467,0.941,0,0,0,0,0,0,0,0
8468,0.941,0,0,0,0,0,0,0,0
8469,0.941,0,0,0,0,0,0,0,0
8470,0.941,0,0,0,0,0,0,0,0
8471,0.941,0,0,0,0,0,0,0,0
8472,0.941,0,0,0,0,0,0,0,0
8473,0.941,0,0,0,0,0,0,0,0
8474,0.942,0,0,0,0,0,0,0,0
8475,0.942,0,0,0,0,0,0,0,0
8476,0.942,0,0,0,0,0,0,0,0
8477,0.942,0,0,0,0,0,0,0,0
8478,0.942,0,0,0,0,0,0,0,0
8479,0.942,0,0,0,0,0,0,0,0
8480,0.942,0,0,0,0,0,0,0,0
8481,0.942,0,0,0,0,0,0,0,0
8482,0.942,0,0,0,0,0,0,0,0
8483,0.943,0,0,0,0,0,0,0,0
8484,0.943,0,0,0,0,0,0,0,0
